"""%s"" contains not only digit characters.","""%s"" 包含数字以外的字符"
"""%s"" does not fit the entered date format.","""%s"" 不符合输入的日期格式"
"""%s"" exceeds the allowed file size.","""%s"" 超过允许的档案大小"
"""%s"" exceeds the allowed length.","""%s"" 超过允许的长度"
"""%s"" has not only alphabetic and digit characters.","""%s"" 包含英文与数字外的字符"
"""%s"" has not only alphabetic characters.","""%s"" 包含拼音以外的字符"
"""%s"" height exceeds allowed value of %s px.","""%s"" 高度超过允许的数值 %s px"
"""%s"" invalid type entered.","""%s"" 输入的类型有误"
"""%s"" is a required value.","""%s"" 是必填数值"
"""%s"" is an empty string.","""%s"" 是一个空字符串"
"""%s"" is not a valid URL.","""%s"" 不是正确的网址"
"""%s"" is not a valid date.","""%s"" 不是正确的日期"
"""%s"" is not a valid email address.","""%s"" 不是正确的信箱"
"""%s"" is not a valid file","""%s""不是一个正确的档案"
"""%s"" is not a valid file extension.","""%s"" 不是一个正确的扩展名"
"""%s"" is not a valid file.","""%s"" 不是一个正确的档案"
"""%s"" is not a valid hostname.","""%s"" 不是一个正确的主机名"
"""%s"" is not a valid image format","""%s""不是一个正确的图像格式"
"""%s"" length must be equal or greater than %s characters.","""%s"" 长度必须大于或等于 %s 字符"
"""%s"" length must be equal or less than %s characters.","""%s"" 长度必须小于或等于 %s 字符
"""%s"" width exceeds allowed value of %s px.","""%s"" 宽度超过限制的 %s px"
"'%value%' appears to be a DNS hostname but cannot extract TLD part","""%value%"" 似乎是一个 DNS 主机名，但无法提取 TLD 部分"
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","""%value%"" 似乎是一个 DNS 主机名，但无法与已知列表匹配 TLD"
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","""%value%"" 似乎是一个 DNS 主机名，但无法与 TLD ""%tld%"" 的主机名模式相匹配。"
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","""%value%"" 似乎是一个 DNS 主机名，但在错误位置包含破折号"
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","'%value%' 似乎是 DNS 主机名，但无法对指定的 Punycode符号译码"
"'%value%' appears to be a local network name but local network names are not allowed","'%value%' 似乎是本地网络名称，此处不能使用本地网络名称"
"'%value%' appears to be an IP address, but IP addresses are not allowed","'%value%' 似乎是 IP 地址，此处不能使用 IP 地址"
"'%value%' does not appear to be a valid URI hostname","'%value%' 似乎不是正确的 URI 主机名"
"'%value%' does not appear to be a valid local network name","'%value%' 似乎不是正确的本地网络名"
"'%value%' does not match the expected structure for a DNS hostname","'%value%' 无法与预期的 DNS 主机名相匹配"
"A joint field with this alias (%s) is already declared","使用该别名 (%s) 的联合字段已声名"
"Add Option","增加选项"
"An error occurred while loading a record, aborting. Error: %s","加载记录时发生错误，注销。 错误： %s"
"An error occurred while loading the collection, aborting. Error: %s","加载组合时发生错误，注销。 错误： %s"
"An error occurred while saving a record, aborting. Error: ","保存记录时发生错误，注销。 错误："
"Attempt to add an invalid object","要新增的对像有误"
"Attribute '%s' used in configurable products","配置产品中使用的属性 '%s'"
"Attribute Code","属性编码"
"Attribute Label","属性卷标"
"Attribute Properties","属性值"
"Attribute object is undefined","属性对象未定义"
"Attribute set with the ""%s"" name already exists.","名为""%s"" 的属性集合已存在"
"Attribute with the same code","属性代码相同"
"Can\'t create table: %s","无法建立表格：%s"
"Catalog Input Type for Store Owner","商店所有者的目录输入类型"
"Current module EAV entity is undefined","当前模块EAV实体未定义"
"Current module pathname is undefined","当前模块路径名未定义"
"Data integrity: No header row found for attribute","数据完整性：属性中没有标题行"
"Date","日期"
"Decimal Number","小数"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","默认产品排序方式不存在于可用产品排序方式"
"Default Value","默认值"
"Default option value is not defined","默认选项值未定义"
"Delete","删除"
"Dropdown","下拉"
"Email","信箱"
"Entity collection expected.","需要实体组合"
"Entity collections expected.","需要实体组合"
"Entity instance is not defined","实体实例未定义"
"Entity is not initialized","实体未初始化"
"Entity object is undefined","实体对象未定义"
"Failed to load node %s from config","从配置中加载节点 %s 出错"
"For internal use. Must be unique with no spaces. Maximum length of attribute code must be less then %s symbols","只在内部使用，必须是唯一且不含空白，属性代码长度上限为 30 个字符"
"Form Element with the same attribute","相同属性的表格区"
"Form Fieldset with the same code","相同字段集合编码的表格"
"Form Type with the same code","相同编码的表格类型"
"Form code is not defined","窗体代码未定义"
"Frontend label is not defined","前台标签未定义"
"Input Validation for Store Owner","商店所有者输入验证"
"Integer Number","整数"
"Invalid EAV attribute.","非法的 EAV 属性"
"Invalid alias, already exists in joint attributes","错误的别名、已经存在于联合属性中。"
"Invalid attribute name: %s","属性名有误：%s"
"Invalid attribute requested: %s","请求的属性有误：%s"
"Invalid attribute type","属性类型有误"
"Invalid character encountered in increment ID: %s","有错误的字符在增量编号中：%s"
"Invalid date","错误的日期"
"Invalid default date","错误的预设日期"
"Invalid default decimal value","错误的预设十进制数值"
"Invalid entity specified","指定的实体有误"
"Invalid entity supplied.","提供的实体有误"
"Invalid entity supplied: %s","提供的实体有误: %s"
"Invalid entity type","实体类型有误"
"Invalid entity_id, skipping the record.","错误的 entity_id ，略过数据"
"Invalid entity_type specified: %s","指定的entity_type有误：%s"
"Invalid foreign key","外键有误"
"Invalid form type.","有误的表格类型"
"Invalid joint fields","错误的合并域"
"Invalid store specified","指定的商店有误"
"Invalid type given. String expected","指定的类错误。需使用字符串"
"Joined field with this alias is already declared","别名的联合字符串已声明"
"Joint field or attribute expression with this alias is already declared","使用此别名的合并域或属性表达式已被声明"
"Letters","字母"
"Letters (a-z, A-Z) or Numbers (0-9)","字母 (a-z, A-Z) 或数字 (0-9)"
"Loaded %d records","加载了%d个记录"
"Maximum length of attribute code must be less then %s symbols","属性代码的最大长度必须小于 %s 个符号"
"Multiple Select","多个选择"
"No","否"
"No options found in config node %s","配置节点 %s 下找不到选项"
"None","无"
"Not shared with other products","不与其他产品分享"
"Problem loading the collection, aborting. Error: %s","加载组合出错，退出。错误：%s"
"Problem saving the collection, aborting. Error: %s","保存群组合出错，退出。错误：%s"
"Required","必填"
"Saved %d record(s).","保存 %d 笔数据"
"Source model ""%s"" not found for attribute ""%s""","来源模型""%s""找不到属性""%s"""
"System","系统"
"Text Area","文字区域"
"Text Field","文字区域"
"The value of attribute ""%s"" must be unique","属性值""%s""的值必须是唯一
"
"The value of attribute ""%s"" must be unique.","属性值 ""%s"" 必须唯一"
"This attribute is used in configurable products","该属性已用于可配置产品"
"URL","网址"
"Unique Value","唯一值"
"Unique Value (not shared with other products)","唯一值 (不与其他产品分享)"
"Unknown parameter","未知参数"
"Values Required","要求的值"
"Wrong attribute group ID","属性集合编号错误"
"Wrong attribute set ID","属性集合编号错误"
"Wrong entity ID","实体编号错误"
"Wrong type definition for %s","错误的类定义：%s"
"Yes","是"
"Yes/No","是/否"
